Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-05 09:30:00-05:00,181.99000549316406,182.10499572753906,181.75,181.80960083007812,3040916,0.0,0.0
2024-01-05 09:31:00-05:00,181.7899932861328,182.16000366210938,181.7899932861328,182.139892578125,292188,0.0,0.0
2024-01-05 09:32:00-05:00,182.13499450683594,182.49000549316406,182.11000061035156,182.33999633789062,297092,0.0,0.0
2024-01-05 09:33:00-05:00,182.35000610351562,182.47999572753906,182.2899932861328,182.3300018310547,265357,0.0,0.0
2024-01-05 09:34:00-05:00,182.33250427246094,182.49000549316406,182.1999969482422,182.47999572753906,219990,0.0,0.0
2024-01-05 09:35:00-05:00,182.4875030517578,182.66000366210938,182.47000122070312,182.6199951171875,615228,0.0,0.0
2024-01-05 09:36:00-05:00,182.61000061035156,182.6999969482422,182.48500061035156,182.67999267578125,206391,0.0,0.0
2024-01-05 09:37:00-05:00,182.6750030517578,182.75,182.37109375,182.42529296875,250648,0.0,0.0
2024-01-05 09:38:00-05:00,182.42999267578125,182.60000610351562,182.39999389648438,182.55999755859375,177084,0.0,0.0
2024-01-05 09:39:00-05:00,182.5399932861328,182.75999450683594,182.39999389648438,182.4199981689453,333547,0.0,0.0
2024-01-05 09:40:00-05:00,182.42750549316406,182.4499969482422,182.1699981689453,182.2899932861328,254259,0.0,0.0
2024-01-05 09:41:00-05:00,182.2899932861328,182.44000244140625,182.24000549316406,182.3300018310547,144083,0.0,0.0
2024-01-05 09:42:00-05:00,182.3177947998047,182.3249969482422,182.0800018310547,182.139892578125,160548,0.0,0.0
2024-01-05 09:43:00-05:00,182.13999938964844,182.13999938964844,181.9499969482422,182.0399932861328,181157,0.0,0.0
2024-01-05 09:44:00-05:00,182.02999877929688,182.13999938964844,181.9600067138672,182.0,145744,0.0,0.0
2024-01-05 09:45:00-05:00,181.98500061035156,182.28250122070312,181.97999572753906,182.19500732421875,181941,0.0,0.0
2024-01-05 09:46:00-05:00,182.17999267578125,182.17999267578125,182.05999755859375,182.1300048828125,118102,0.0,0.0
2024-01-05 09:47:00-05:00,182.12420654296875,182.1699981689453,182.02999877929688,182.13999938964844,100353,0.0,0.0
2024-01-05 09:48:00-05:00,182.13999938964844,182.13999938964844,181.82249450683594,181.91029357910156,179841,0.0,0.0
2024-01-05 09:49:00-05:00,181.9149932861328,182.00999450683594,181.77999877929688,182.00999450683594,182985,0.0,0.0
2024-01-05 09:50:00-05:00,182.00999450683594,182.1199951171875,181.98500061035156,182.02999877929688,172319,0.0,0.0
2024-01-05 09:51:00-05:00,182.02999877929688,182.20889282226562,182.02000427246094,182.11500549316406,165147,0.0,0.0
2024-01-05 09:52:00-05:00,182.125,182.25999450683594,182.08999633789062,182.11500549316406,108022,0.0,0.0
2024-01-05 09:53:00-05:00,182.11000061035156,182.14999389648438,181.99000549316406,182.00999450683594,152577,0.0,0.0
2024-01-05 09:54:00-05:00,182.02000427246094,182.0699005126953,181.8300018310547,181.86000061035156,186822,0.0,0.0
2024-01-05 09:55:00-05:00,181.85830688476562,181.88099670410156,181.75999450683594,181.8300018310547,184616,0.0,0.0
2024-01-05 09:56:00-05:00,181.83489990234375,181.9199981689453,181.72000122070312,181.82000732421875,132371,0.0,0.0
2024-01-05 09:57:00-05:00,181.81500244140625,181.8699951171875,181.75399780273438,181.76199340820312,127731,0.0,0.0
2024-01-05 09:58:00-05:00,181.76710510253906,181.77000427246094,181.55999755859375,181.60000610351562,146025,0.0,0.0
2024-01-05 09:59:00-05:00,181.59500122070312,181.69000244140625,181.52000427246094,181.69000244140625,151796,0.0,0.0
2024-01-05 10:00:00-05:00,181.7100067138672,182.03990173339844,181.6999969482422,181.85000610351562,278240,0.0,0.0
2024-01-05 10:01:00-05:00,181.8699951171875,182.1300048828125,181.8699951171875,182.08999633789062,221673,0.0,0.0
2024-01-05 10:02:00-05:00,182.08999633789062,182.24000549316406,182.05999755859375,182.22999572753906,199120,0.0,0.0
2024-01-05 10:03:00-05:00,182.22000122070312,182.39999389648438,182.15499877929688,182.38999938964844,185060,0.0,0.0
2024-01-05 10:04:00-05:00,182.38499450683594,182.4250030517578,182.27000427246094,182.4250030517578,128289,0.0,0.0
2024-01-05 10:05:00-05:00,182.42999267578125,182.47999572753906,182.3300018310547,182.33999633789062,196234,0.0,0.0
2024-01-05 10:06:00-05:00,182.35000610351562,182.49000549316406,182.3300018310547,182.41000366210938,150138,0.0,0.0
2024-01-05 10:07:00-05:00,182.38999938964844,182.42999267578125,182.33999633789062,182.4199981689453,120055,0.0,0.0
2024-01-05 10:08:00-05:00,182.43499755859375,182.47000122070312,182.24000549316406,182.25,164486,0.0,0.0
2024-01-05 10:09:00-05:00,182.25,182.30999755859375,182.14999389648438,182.3000030517578,132033,0.0,0.0
2024-01-05 10:10:00-05:00,182.30889892578125,182.33999633789062,182.02999877929688,182.18499755859375,241757,0.0,0.0
2024-01-05 10:11:00-05:00,182.17999267578125,182.27000427246094,182.1300048828125,182.14999389648438,149368,0.0,0.0
2024-01-05 10:12:00-05:00,182.14999389648438,182.34500122070312,182.13999938964844,182.28500366210938,123439,0.0,0.0
2024-01-05 10:13:00-05:00,182.27999877929688,182.3000030517578,181.9600067138672,182.0070037841797,239586,0.0,0.0
2024-01-05 10:14:00-05:00,182.00999450683594,182.27000427246094,182.00999450683594,182.2449951171875,137391,0.0,0.0
2024-01-05 10:15:00-05:00,182.25,182.27000427246094,181.9600067138672,181.9857940673828,143245,0.0,0.0
2024-01-05 10:16:00-05:00,181.97999572753906,181.99000549316406,181.80999755859375,181.86500549316406,169123,0.0,0.0
2024-01-05 10:17:00-05:00,181.875,181.88999938964844,181.72999572753906,181.81500244140625,124148,0.0,0.0
2024-01-05 10:18:00-05:00,181.82000732421875,181.9499969482422,181.75999450683594,181.94000244140625,136442,0.0,0.0
2024-01-05 10:19:00-05:00,181.94500732421875,182.05990600585938,181.85000610351562,181.99000549316406,102517,0.0,0.0
2024-01-05 10:20:00-05:00,181.97999572753906,182.02999877929688,181.82000732421875,181.86000061035156,138461,0.0,0.0
2024-01-05 10:21:00-05:00,181.86000061035156,182.0,181.86000061035156,181.97000122070312,66200,0.0,0.0
2024-01-05 10:22:00-05:00,181.97500610351562,182.07000732421875,181.96499633789062,182.05760192871094,98773,0.0,0.0
2024-01-05 10:23:00-05:00,182.05999755859375,182.1199951171875,182.0050048828125,182.0050048828125,105818,0.0,0.0
2024-01-05 10:24:00-05:00,182.0050048828125,182.08999633789062,181.9700927734375,182.07000732421875,93862,0.0,0.0
2024-01-05 10:25:00-05:00,182.05999755859375,182.1573944091797,182.0500030517578,182.1573944091797,111960,0.0,0.0
2024-01-05 10:26:00-05:00,182.15499877929688,182.19000244140625,181.9499969482422,182.08120727539062,125544,0.0,0.0
2024-01-05 10:27:00-05:00,182.08999633789062,182.10000610351562,182.02000427246094,182.08999633789062,82407,0.0,0.0
2024-01-05 10:28:00-05:00,182.08999633789062,182.15809631347656,182.0500030517578,182.13499450683594,87645,0.0,0.0
2024-01-05 10:29:00-05:00,182.1300048828125,182.13499450683594,182.02999877929688,182.07000732421875,67006,0.0,0.0
2024-01-05 10:30:00-05:00,182.06629943847656,182.11500549316406,181.96499633789062,182.00559997558594,77670,0.0,0.0
2024-01-05 10:31:00-05:00,182.00999450683594,182.17999267578125,182.0,182.16000366210938,91289,0.0,0.0
2024-01-05 10:32:00-05:00,182.1750030517578,182.2050018310547,182.05999755859375,182.07000732421875,141008,0.0,0.0
2024-01-05 10:33:00-05:00,182.05999755859375,182.1300048828125,182.02000427246094,182.10000610351562,73938,0.0,0.0
2024-01-05 10:34:00-05:00,182.09890747070312,182.27999877929688,182.0800018310547,182.25999450683594,118976,0.0,0.0
2024-01-05 10:35:00-05:00,182.25999450683594,182.3000030517578,182.19000244140625,182.2283935546875,113448,0.0,0.0
2024-01-05 10:36:00-05:00,182.22689819335938,182.38999938964844,182.22000122070312,182.3386993408203,90595,0.0,0.0
2024-01-05 10:37:00-05:00,182.35000610351562,182.41000366210938,182.3300018310547,182.34300231933594,108966,0.0,0.0
2024-01-05 10:38:00-05:00,182.34500122070312,182.39999389648438,182.30999755859375,182.38999938964844,75098,0.0,0.0
2024-01-05 10:39:00-05:00,182.38999938964844,182.44000244140625,182.3000030517578,182.3350067138672,117064,0.0,0.0
2024-01-05 10:40:00-05:00,182.3300018310547,182.3699951171875,182.25999450683594,182.30999755859375,92950,0.0,0.0
2024-01-05 10:41:00-05:00,182.30999755859375,182.30999755859375,182.22999572753906,182.30999755859375,80206,0.0,0.0
2024-01-05 10:42:00-05:00,182.30999755859375,182.46499633789062,182.30999755859375,182.4600067138672,143070,0.0,0.0
2024-01-05 10:43:00-05:00,182.46499633789062,182.46499633789062,182.30499267578125,182.39999389648438,77399,0.0,0.0
2024-01-05 10:44:00-05:00,182.3925018310547,182.47999572753906,182.3845977783203,182.47500610351562,86779,0.0,0.0
2024-01-05 10:45:00-05:00,182.47000122070312,182.63499450683594,182.4499969482422,182.63499450683594,271984,0.0,0.0
2024-01-05 10:46:00-05:00,182.6300048828125,182.639892578125,182.49000549316406,182.51499938964844,145545,0.0,0.0
2024-01-05 10:47:00-05:00,182.51499938964844,182.59539794921875,182.47999572753906,182.5,107369,0.0,0.0
2024-01-05 10:48:00-05:00,182.49000549316406,182.5800018310547,182.4600067138672,182.56500244140625,145007,0.0,0.0
2024-01-05 10:49:00-05:00,182.56500244140625,182.5800018310547,182.50999450683594,182.57009887695312,49304,0.0,0.0
2024-01-05 10:50:00-05:00,182.5800018310547,182.58729553222656,182.47999572753906,182.47999572753906,64765,0.0,0.0
2024-01-05 10:51:00-05:00,182.49000549316406,182.5988006591797,182.4499969482422,182.57000732421875,80621,0.0,0.0
2024-01-05 10:52:00-05:00,182.57000732421875,182.6300048828125,182.5399932861328,182.55499267578125,104902,0.0,0.0
2024-01-05 10:53:00-05:00,182.55850219726562,182.60499572753906,182.52130126953125,182.52499389648438,55909,0.0,0.0
2024-01-05 10:54:00-05:00,182.52020263671875,182.58990478515625,182.49000549316406,182.57200622558594,69677,0.0,0.0
2024-01-05 10:55:00-05:00,182.5780029296875,182.6199951171875,182.5500030517578,182.55499267578125,119244,0.0,0.0
2024-01-05 10:56:00-05:00,182.55499267578125,182.56500244140625,182.42999267578125,182.45989990234375,86015,0.0,0.0
2024-01-05 10:57:00-05:00,182.4600067138672,182.5,182.42999267578125,182.4499969482422,61107,0.0,0.0
2024-01-05 10:58:00-05:00,182.4499969482422,182.55999755859375,182.4499969482422,182.55999755859375,58290,0.0,0.0
2024-01-05 10:59:00-05:00,182.55499267578125,182.64999389648438,182.5399932861328,182.64999389648438,75620,0.0,0.0
2024-01-05 11:00:00-05:00,182.66000366210938,182.67999267578125,182.61500549316406,182.64999389648438,80529,0.0,0.0
2024-01-05 11:01:00-05:00,182.64500427246094,182.72500610351562,182.60000610351562,182.72500610351562,121091,0.0,0.0
2024-01-05 11:02:00-05:00,182.72500610351562,182.72999572753906,182.6649932861328,182.71499633789062,71382,0.0,0.0
2024-01-05 11:03:00-05:00,182.7174072265625,182.72999572753906,182.6616973876953,182.6999969482422,89447,0.0,0.0
2024-01-05 11:04:00-05:00,182.68499755859375,182.69000244140625,182.55990600585938,182.63999938964844,95790,0.0,0.0
2024-01-05 11:05:00-05:00,182.63999938964844,182.74000549316406,182.6199951171875,182.64999389648438,120379,0.0,0.0
2024-01-05 11:06:00-05:00,182.64999389648438,182.6999969482422,182.5399932861328,182.55999755859375,111177,0.0,0.0
2024-01-05 11:07:00-05:00,182.55999755859375,182.58999633789062,182.33999633789062,182.481201171875,186995,0.0,0.0
2024-01-05 11:08:00-05:00,182.49000549316406,182.52999877929688,182.44000244140625,182.518798828125,65222,0.0,0.0
2024-01-05 11:09:00-05:00,182.52000427246094,182.5800018310547,182.52000427246094,182.52999877929688,53779,0.0,0.0
2024-01-05 11:10:00-05:00,182.52000427246094,182.5399932861328,182.44500732421875,182.47000122070312,48816,0.0,0.0
2024-01-05 11:11:00-05:00,182.47999572753906,182.6649932861328,182.4700927734375,182.6649932861328,74136,0.0,0.0
2024-01-05 11:12:00-05:00,182.6699981689453,182.69000244140625,182.6300048828125,182.64500427246094,76473,0.0,0.0
2024-01-05 11:13:00-05:00,182.63999938964844,182.6887969970703,182.60000610351562,182.60499572753906,53893,0.0,0.0
2024-01-05 11:14:00-05:00,182.61000061035156,182.66000366210938,182.58999633789062,182.61000061035156,30890,0.0,0.0
2024-01-05 11:15:00-05:00,182.61000061035156,182.63760375976562,182.5800018310547,182.5850067138672,41626,0.0,0.0
2024-01-05 11:16:00-05:00,182.58999633789062,182.6374053955078,182.55999755859375,182.59109497070312,57034,0.0,0.0
2024-01-05 11:17:00-05:00,182.59869384765625,182.59869384765625,182.46499633789062,182.47500610351562,74731,0.0,0.0
2024-01-05 11:18:00-05:00,182.48500061035156,182.49000549316406,182.13999938964844,182.22000122070312,181740,0.0,0.0
2024-01-05 11:19:00-05:00,182.22999572753906,182.27999877929688,182.17010498046875,182.17999267578125,115667,0.0,0.0
2024-01-05 11:20:00-05:00,182.18850708007812,182.1999969482422,182.02999877929688,182.0399932861328,105058,0.0,0.0
2024-01-05 11:21:00-05:00,182.0500030517578,182.19000244140625,182.0500030517578,182.12989807128906,65206,0.0,0.0
2024-01-05 11:23:00-05:00,182.0850067138672,182.0850067138672,182.00999450683594,182.02999877929688,182760,0.0,0.0
2024-01-05 11:24:00-05:00,182.02999877929688,182.1300048828125,182.00999450683594,182.0800018310547,93032,0.0,0.0
2024-01-05 11:25:00-05:00,182.0850067138672,182.1699981689453,182.07000732421875,182.07850646972656,76567,0.0,0.0
2024-01-05 11:26:00-05:00,182.07000732421875,182.1649932861328,182.06500244140625,182.14500427246094,53023,0.0,0.0
2024-01-05 11:27:00-05:00,182.13999938964844,182.16000366210938,182.0948028564453,182.0948028564453,55472,0.0,0.0
2024-01-05 11:28:00-05:00,182.08999633789062,182.1248016357422,182.07000732421875,182.11000061035156,70237,0.0,0.0
2024-01-05 11:29:00-05:00,182.10000610351562,182.10499572753906,182.05999755859375,182.0876007080078,88922,0.0,0.0
2024-01-05 11:30:00-05:00,182.0800018310547,182.1999969482422,182.0800018310547,182.19920349121094,96774,0.0,0.0
2024-01-05 11:31:00-05:00,182.19500732421875,182.20249938964844,182.11500549316406,182.15499877929688,80631,0.0,0.0
2024-01-05 11:32:00-05:00,182.14990234375,182.17999267578125,182.1199951171875,182.1699981689453,52605,0.0,0.0
2024-01-05 11:33:00-05:00,182.1699981689453,182.17999267578125,182.13499450683594,182.15989685058594,40252,0.0,0.0
2024-01-05 11:34:00-05:00,182.1584014892578,182.1699981689453,182.0800018310547,182.16000366210938,42062,0.0,0.0
2024-01-05 11:35:00-05:00,182.15570068359375,182.19500732421875,182.13499450683594,182.19000244140625,56975,0.0,0.0
2024-01-05 11:36:00-05:00,182.19000244140625,182.1999969482422,182.16879272460938,182.1739044189453,40398,0.0,0.0
2024-01-05 11:37:00-05:00,182.1750030517578,182.17999267578125,182.13999938964844,182.16000366210938,50309,0.0,0.0
2024-01-05 11:38:00-05:00,182.16009521484375,182.17840576171875,182.11000061035156,182.1199951171875,53591,0.0,0.0
2024-01-05 11:39:00-05:00,182.1199951171875,182.22000122070312,182.1199951171875,182.1999969482422,55694,0.0,0.0
2024-01-05 11:40:00-05:00,182.1999053955078,182.1999969482422,182.14999389648438,182.14999389648438,40052,0.0,0.0
2024-01-05 11:41:00-05:00,182.14999389648438,182.16000366210938,182.07000732421875,182.16000366210938,63354,0.0,0.0
2024-01-05 11:42:00-05:00,182.16000366210938,182.19000244140625,182.1199951171875,182.1699981689453,47944,0.0,0.0
2024-01-05 11:43:00-05:00,182.1699981689453,182.17880249023438,182.04010009765625,182.08999633789062,60098,0.0,0.0
2024-01-05 11:44:00-05:00,182.09500122070312,182.0977020263672,182.0500030517578,182.05670166015625,32638,0.0,0.0
2024-01-05 11:45:00-05:00,182.05999755859375,182.10000610351562,182.0200958251953,182.0800018310547,48201,0.0,0.0
2024-01-05 11:46:00-05:00,182.07989501953125,182.1199951171875,182.0749969482422,182.08160400390625,47998,0.0,0.0
2024-01-05 11:47:00-05:00,182.0749969482422,182.1300048828125,182.02000427246094,182.02000427246094,96712,0.0,0.0
2024-01-05 11:48:00-05:00,182.02999877929688,182.0399932861328,181.94000244140625,181.95989990234375,152128,0.0,0.0
2024-01-05 11:49:00-05:00,181.9586944580078,182.00999450683594,181.91009521484375,182.0050048828125,52908,0.0,0.0
2024-01-05 11:50:00-05:00,182.00999450683594,182.17999267578125,182.0050048828125,182.16000366210938,85668,0.0,0.0
2024-01-05 11:51:00-05:00,182.16000366210938,182.16000366210938,182.05499267578125,182.13999938964844,65428,0.0,0.0
2024-01-05 11:52:00-05:00,182.1300048828125,182.14999389648438,182.09500122070312,182.14999389648438,48620,0.0,0.0
2024-01-05 11:53:00-05:00,182.16000366210938,182.1699981689453,182.11000061035156,182.14999389648438,32661,0.0,0.0
2024-01-05 11:54:00-05:00,182.14999389648438,182.2100067138672,182.14010620117188,182.1750030517578,65141,0.0,0.0
2024-01-05 11:55:00-05:00,182.1719970703125,182.22500610351562,182.12010192871094,182.22000122070312,51444,0.0,0.0
2024-01-05 11:56:00-05:00,182.22000122070312,182.22500610351562,182.10130310058594,182.10130310058594,72275,0.0,0.0
2024-01-05 11:57:00-05:00,182.1053009033203,182.1199951171875,182.02999877929688,182.07260131835938,67509,0.0,0.0
2024-01-05 11:58:00-05:00,182.07000732421875,182.10000610351562,182.0399932861328,182.0673065185547,37419,0.0,0.0
2024-01-05 11:59:00-05:00,182.05999755859375,182.11000061035156,182.0500030517578,182.10220336914062,33794,0.0,0.0
2024-01-05 12:00:00-05:00,182.11000061035156,182.13499450683594,182.06500244140625,182.10000610351562,116478,0.0,0.0
2024-01-05 12:01:00-05:00,182.11000061035156,182.14999389648438,182.08999633789062,182.1300048828125,62368,0.0,0.0
2024-01-05 12:02:00-05:00,182.125,182.14999389648438,182.10499572753906,182.1376953125,83528,0.0,0.0
2024-01-05 12:03:00-05:00,182.13499450683594,182.1999969482422,182.11000061035156,182.19619750976562,61355,0.0,0.0
2024-01-05 12:04:00-05:00,182.18499755859375,182.22000122070312,182.10000610351562,182.110107421875,73585,0.0,0.0
2024-01-05 12:05:00-05:00,182.10000610351562,182.10000610351562,182.02000427246094,182.0301055908203,58512,0.0,0.0
2024-01-05 12:06:00-05:00,182.02999877929688,182.02999877929688,181.98989868164062,181.9949951171875,66449,0.0,0.0
2024-01-05 12:07:00-05:00,181.9969940185547,182.0041961669922,181.86000061035156,181.9199981689453,85652,0.0,0.0
2024-01-05 12:08:00-05:00,181.92820739746094,181.93829345703125,181.66000366210938,181.71800231933594,166502,0.0,0.0
2024-01-05 12:09:00-05:00,181.7100067138672,181.72000122070312,181.61500549316406,181.63999938964844,108202,0.0,0.0
2024-01-05 12:10:00-05:00,181.63999938964844,181.66000366210938,181.57000732421875,181.61000061035156,135750,0.0,0.0
2024-01-05 12:11:00-05:00,181.602294921875,181.64500427246094,181.55250549316406,181.625,89300,0.0,0.0
2024-01-05 12:12:00-05:00,181.6199951171875,181.7100067138672,181.5800018310547,181.62899780273438,104834,0.0,0.0
2024-01-05 12:13:00-05:00,181.625,181.7100067138672,181.58599853515625,181.70680236816406,61988,0.0,0.0
2024-01-05 12:14:00-05:00,181.7050018310547,181.77000427246094,181.67999267578125,181.68499755859375,81718,0.0,0.0
2024-01-05 12:15:00-05:00,181.69000244140625,181.8300018310547,181.65499877929688,181.80999755859375,70448,0.0,0.0
2024-01-05 12:16:00-05:00,181.8065948486328,181.88999938964844,181.8000030517578,181.86129760742188,65490,0.0,0.0
2024-01-05 12:17:00-05:00,181.86000061035156,181.86500549316406,181.77000427246094,181.7801971435547,159986,0.0,0.0
2024-01-05 12:18:00-05:00,181.78500366210938,181.8000030517578,181.7100067138672,181.76499938964844,48930,0.0,0.0
2024-01-05 12:19:00-05:00,181.75999450683594,181.7899932861328,181.72999572753906,181.74000549316406,40134,0.0,0.0
2024-01-05 12:20:00-05:00,181.74000549316406,181.8000030517578,181.6199951171875,181.7100067138672,121953,0.0,0.0
2024-01-05 12:21:00-05:00,181.72000122070312,181.7200927734375,181.64999389648438,181.6649932861328,41001,0.0,0.0
2024-01-05 12:22:00-05:00,181.66009521484375,181.66990661621094,181.61000061035156,181.66000366210938,87137,0.0,0.0
2024-01-05 12:23:00-05:00,181.66000366210938,181.67999267578125,181.55999755859375,181.60000610351562,91563,0.0,0.0
2024-01-05 12:24:00-05:00,181.60499572753906,181.6199951171875,181.46029663085938,181.4799041748047,141489,0.0,0.0
2024-01-05 12:25:00-05:00,181.47500610351562,181.5800018310547,181.47500610351562,181.5399932861328,90505,0.0,0.0
2024-01-05 12:26:00-05:00,181.5399932861328,181.5399932861328,181.3800048828125,181.4199981689453,109640,0.0,0.0
2024-01-05 12:27:00-05:00,181.4250030517578,181.52999877929688,181.4250030517578,181.5050048828125,108638,0.0,0.0
2024-01-05 12:28:00-05:00,181.5050048828125,181.52499389648438,181.38499450683594,181.4199981689453,73804,0.0,0.0
2024-01-05 12:29:00-05:00,181.4199981689453,181.42010498046875,181.32000732421875,181.36500549316406,115976,0.0,0.0
2024-01-05 12:30:00-05:00,181.36000061035156,181.44000244140625,181.27999877929688,181.38999938964844,108854,0.0,0.0
2024-01-05 12:31:00-05:00,181.3800048828125,181.47999572753906,181.35000610351562,181.47500610351562,65885,0.0,0.0
2024-01-05 12:32:00-05:00,181.47000122070312,181.5050048828125,181.42999267578125,181.46009826660156,61437,0.0,0.0
2024-01-05 12:33:00-05:00,181.47500610351562,181.4799041748047,181.38999938964844,181.42730712890625,67175,0.0,0.0
2024-01-05 12:34:00-05:00,181.42999267578125,181.4600067138672,181.360107421875,181.41000366210938,55357,0.0,0.0
2024-01-05 12:35:00-05:00,181.40899658203125,181.55999755859375,181.39999389648438,181.55250549316406,74729,0.0,0.0
2024-01-05 12:36:00-05:00,181.5428924560547,181.61000061035156,181.50999450683594,181.60000610351562,86493,0.0,0.0
2024-01-05 12:37:00-05:00,181.59500122070312,181.6999969482422,181.5850067138672,181.68499755859375,78784,0.0,0.0
2024-01-05 12:38:00-05:00,181.69000244140625,181.6999969482422,181.61000061035156,181.61880493164062,84237,0.0,0.0
2024-01-05 12:39:00-05:00,181.60499572753906,181.67120361328125,181.58999633789062,181.6699981689453,60163,0.0,0.0
2024-01-05 12:40:00-05:00,181.66000366210938,181.7187957763672,181.64500427246094,181.71359252929688,57193,0.0,0.0
2024-01-05 12:41:00-05:00,181.71499633789062,181.80499267578125,181.710205078125,181.7801055908203,64185,0.0,0.0
2024-01-05 12:42:00-05:00,181.77999877929688,181.8000030517578,181.75,181.75,74504,0.0,0.0
2024-01-05 12:43:00-05:00,181.7550048828125,181.82000732421875,181.7550048828125,181.8000946044922,65479,0.0,0.0
2024-01-05 12:44:00-05:00,181.80499267578125,181.80999755859375,181.75,181.7845001220703,46270,0.0,0.0
